"id","disp.sunshine","disp.keebler","disp.nabisco","disp.private","feat.sunshine","feat.keebler","feat.nabisco","feat.private","price.sunshine","price.keebler","price.nabisco","price.private","choice","sex","age","fsize"
6,0,0,0,0,0,0,0,0,88.999999,102,115,64.999998,"nabisco",0,28,2
6,0,0,0,0,0,0,0,0,103,109,119.00001,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private",0,28,2
6,1,0,0,0,0,0,0,0,88.999999,115,99.000001,60.000002,"nabisco",0,28,2
6,0,0,0,0,0,0,0,0,109,119.00001,74.000001,70.999998,"nabisco",0,28,2
6,0,0,0,0,0,0,0,0,109,119.00001,99.000001,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,98.000002,109,129,55.000001,"private",0,28,2
6,0,0,1,0,0,0,0,0,98.000002,121,119.00001,55.000001,"private",0,28,2
6,0,0,1,0,0,0,0,0,98.000002,119.00001,129,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,98.000002,119.00001,129,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,79.000002,121,109,55.000001,"private",0,28,2
6,0,0,0,0,0,0,0,0,79.000002,121,109,55.000001,"private",0,28,2
6,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private",0,28,2
6,0,0,1,0,0,0,0,0,88.999999,121,99.000001,58.999997,"private",0,28,2
6,0,1,1,0,0,0,0,0,109,109,129,58.999997,"private",0,28,2
6,0,0,1,0,0,0,0,0,94.999999,119.00001,129,58.999997,"private",0,28,2
6,0,0,0,0,0,0,0,0,109,122,129,58.999997,"private",0,28,2
6,0,0,0,0,0,0,0,0,129,104,123,58.999997,"private",0,28,2
7,0,0,0,0,0,0,0,0,79.000002,99.000001,69,69,"nabisco",0,38,5
7,0,1,1,0,0,1,0,0,88.999999,88.999999,99.000001,61.000001,"keebler",0,38,5
7,0,0,0,0,0,0,0,0,95.999998,119.00001,49.000001,68.000001,"nabisco",0,38,5
7,1,0,1,0,0,0,0,1,79.000002,125,105.99999,49.000001,"sunshine",0,38,5
7,0,0,1,0,0,0,1,0,93.000001,99.000001,98.000002,57.999998,"keebler",0,38,5
7,0,0,0,0,0,0,0,0,97.000003,115,99.000001,61.000001,"nabisco",0,38,5
7,0,0,0,0,0,1,0,0,109,119.00001,115,73.000002,"nabisco",0,38,5
7,0,0,0,0,0,0,0,0,109,135,129,79.000002,"nabisco",0,38,5
7,0,0,0,0,0,0,0,0,105,129,125,61.000001,"nabisco",0,38,5
7,0,0,1,0,0,0,0,0,109,121,99.000001,83.999997,"nabisco",0,38,5
7,0,0,0,0,0,0,0,0,119.00001,129,129,88.999999,"keebler",0,38,5
7,0,1,0,1,0,0,0,0,93.000001,112,98.000002,63,"nabisco",0,38,5
7,0,0,0,0,0,0,0,0,119.00001,129,129,88.999999,"nabisco",0,38,5
7,0,1,0,0,0,0,0,0,109,121,58.999997,81.999999,"nabisco",0,38,5
7,0,1,0,0,0,0,0,0,109,121,58.999997,81.999999,"nabisco",0,38,5
7,0,1,1,1,0,1,0,0,105,99.000001,125,61.000001,"keebler",0,38,5
7,0,0,1,0,0,0,0,0,105,129,99.000001,61.000001,"nabisco",0,38,5
8,0,0,0,0,0,0,0,0,69,88,120,70.999998,"nabisco",0,35,1
8,0,0,1,0,0,0,0,0,99.000001,109,99.000001,70.999998,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,79.000002,109,109,77.999997,"nabisco",0,35,1
8,1,0,0,0,0,0,0,0,99.000001,109,88.999999,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,79.000002,105,99.000001,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,98.000002,105,109,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,98.000002,109,88.999999,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,88.999999,115,88.999999,79.000002,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,103,109,119.00001,63.999999,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,109,109,119.00001,63.999999,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,109,109,119.00001,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,98.000002,109,129,77.999997,"nabisco",0,35,1
8,0,0,1,1,0,0,0,0,98.000002,121,119.00001,63.999999,"nabisco",0,35,1
8,0,0,0,1,0,0,0,0,98.000002,121,119.00001,63.999999,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,98.000002,119.00001,129,77.999997,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,79.000002,121,109,77.999997,"nabisco",0,35,1
8,0,0,1,0,0,0,0,0,79.000002,121,109,88,"nabisco",0,35,1
8,0,0,1,0,0,0,0,0,109,121,129,79.000002,"nabisco",0,35,1
8,0,0,1,0,0,0,0,0,109,109,109,95.999998,"nabisco",0,35,1
8,0,0,1,0,0,0,0,0,109,121,129,93.000001,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,109,121,109,86.000001,"nabisco",0,35,1
8,0,1,1,0,0,1,0,0,88.999999,109,129,95.999998,"nabisco",0,35,1
8,0,0,0,0,0,0,0,0,94.999999,125,99.000001,81.999999,"nabisco",0,35,1
8,0,0,1,1,0,0,0,0,129,104,129,95.999998,"nabisco",0,35,1
9,0,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"sunshine",0,27,1
9,1,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"sunshine",0,27,1
9,0,0,0,0,0,0,0,0,103,109,119.00001,63.999999,"sunshine",0,27,1
9,0,0,0,0,0,0,0,0,109,109,119.00001,77.999997,"sunshine",0,27,1
9,0,0,0,0,0,0,0,0,88.999999,109,119.00001,83.999997,"sunshine",0,27,1
9,0,0,1,0,0,0,0,0,109,109,129,88.999999,"private",0,27,1
9,0,0,0,0,0,0,0,0,95.999998,139,115,68.000001,"nabisco",0,27,1
9,0,0,0,0,0,0,0,0,79.000002,121,119.00001,63.999999,"sunshine",0,27,1
9,1,0,1,0,1,0,0,0,79.000002,121,109,77.999997,"sunshine",0,27,1
9,1,0,1,0,0,0,0,0,79.000002,121,109,88,"sunshine",0,27,1
9,1,0,1,0,0,0,0,0,79.000002,121,109,88,"sunshine",0,27,1
9,0,0,1,0,0,0,0,0,109,121,129,79.000002,"nabisco",0,27,1
9,0,0,0,0,0,0,0,0,109,121,109,83.999997,"sunshine",0,27,1
9,0,0,0,0,0,0,1,0,88.999999,121,99.000001,86.000001,"nabisco",0,27,1
9,1,0,0,0,0,0,0,0,88.999999,121,99.000001,86.000001,"sunshine",0,27,1
9,0,1,0,0,0,0,0,0,109,109,129,95.999998,"keebler",0,27,1
9,0,0,0,0,0,0,1,0,95.999998,139,109,68.000001,"nabisco",0,27,1
9,0,0,0,0,0,0,0,0,109,109,129,79.000002,"sunshine",0,27,1
9,0,0,0,0,0,0,0,0,129,104,129,95.999998,"sunshine",0,27,1
10,0,0,0,0,0,0,0,0,69,88,120,70.999998,"nabisco",1,35,1
10,1,0,1,0,0,0,0,0,98.000002,99.000001,99.000001,70.999998,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,99.000001,109,88.999999,70.999998,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,99.000001,109,99.000001,70.999998,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,58.999997,109,88.999999,77.999997,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,79.000002,109,88.999999,77.999997,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,79.000002,105,109,77.999997,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,79.000002,109,88.999999,77.999997,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,103,109,88.999999,77.999997,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,103,109,119.00001,63.999999,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,109,109,119.00001,63.999999,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,99.000001,109,119.00001,70.999998,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,88.999999,109,119.00001,83.999997,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,88.999999,109,119.00001,77.999997,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,88.999999,119.00001,99.000001,77.999997,"nabisco",1,35,1
10,0,0,0,1,0,0,1,0,109,121,119.00001,69,"private",1,35,1
10,0,0,0,1,0,0,1,1,97.000003,115,109,56.999999,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,79.000002,121,119.00001,63.999999,"nabisco",1,35,1
10,1,0,0,1,0,0,0,0,79.000002,119.00001,129,77.999997,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,109,119.00001,129,88.999999,"private",1,35,1
10,0,0,1,0,0,0,0,0,109,121,109,77.999997,"nabisco",1,35,1
10,1,0,1,0,1,0,0,0,79.000002,121,83.999997,77.999997,"nabisco",1,35,1
10,0,0,0,0,0,0,1,0,97.000003,125,109,60.000002,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,79.000002,121,109,77.999997,"nabisco",1,35,1
10,1,0,0,0,0,0,0,0,79.000002,121,109,88,"nabisco",1,35,1
10,1,0,1,0,0,0,0,0,79.000002,121,109,88,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,109,121,109,79.000002,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,109,121,129,79.000002,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,97.000003,125,100,64.999998,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,109,121,109,92.000002,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,105,125,99.000001,64.999998,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,105,125,99.000001,64.999998,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,109,121,99.000001,86.000001,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,94.999999,125,99.000001,81.999999,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,105,129,129,58.999997,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,105,129,99.000001,58.999997,"nabisco",1,35,1
10,0,0,1,0,0,0,0,0,105,129,99.000001,58.999997,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,94.999999,104,99.000001,72.000003,"nabisco",1,35,1
10,0,0,0,0,0,0,0,0,129,104,129,95.999998,"nabisco",1,35,1
11,0,0,0,0,0,0,0,0,88.999999,99.000001,88.999999,64.999998,"nabisco",1,37,2
11,0,0,1,1,0,0,0,1,88.999999,99.000001,88.999999,50,"nabisco",1,37,2
11,0,1,1,0,0,1,0,0,88.999999,88.999999,99.000001,61.000001,"nabisco",1,37,2
11,0,0,0,1,0,0,0,1,88.999999,99.000001,88.999999,50,"nabisco",1,37,2
11,0,0,1,0,0,0,1,0,88.999999,99.000001,88.999999,64.999998,"nabisco",1,37,2
11,0,0,1,0,0,0,0,0,88.999999,99.000001,88.999999,64.999998,"nabisco",1,37,2
11,0,0,0,0,0,0,0,0,88.999999,99.000001,105,64.999998,"nabisco",1,37,2
11,0,0,0,0,0,0,1,0,88.999999,105,88.999999,64.999998,"nabisco",1,37,2
11,0,0,1,0,0,0,0,0,88.999999,102,105,64.999998,"nabisco",1,37,2
11,0,0,1,0,0,0,1,0,88.999999,102,88.999999,49.000001,"nabisco",1,37,2
11,1,1,0,0,1,1,0,0,88,99.000001,115,64.999998,"keebler",1,37,2
11,0,0,1,0,0,0,0,0,109,109,129,77.999997,"nabisco",1,37,2
11,0,0,1,0,0,0,0,0,88,115,109,64.999998,"nabisco",1,37,2
11,0,0,0,0,0,0,0,0,88,99.000001,125,64.999998,"keebler",1,37,2
11,0,0,1,0,0,0,0,0,88,125,74.000001,64.999998,"nabisco",1,37,2
11,1,0,1,0,0,0,0,0,79.000002,121,109,77.999997,"nabisco",1,37,2
11,0,0,0,0,0,0,0,0,97.000003,125,125,64.999998,"nabisco",1,37,2
11,0,0,0,0,0,0,1,0,97.000003,125,109,64.999998,"nabisco",1,37,2
11,0,0,1,0,0,0,1,0,97.000003,117,109,64.999998,"nabisco",1,37,2
11,0,0,1,0,0,0,0,0,105,125,99.000001,64.999998,"nabisco",1,37,2
11,0,0,1,1,0,0,1,0,105,125,99.000001,64.999998,"nabisco",1,37,2
11,0,0,1,1,0,0,0,0,105,117,129,58.999997,"private",1,37,2
11,0,0,1,0,0,0,0,0,94.999999,125,99.000001,58.999997,"private",1,37,2
11,0,0,1,0,0,0,0,0,105,117,99.000001,64.999998,"nabisco",1,37,2
11,0,0,1,0,0,0,0,0,105,99.000001,99.000001,64.999998,"nabisco",1,37,2
11,0,0,0,1,0,0,0,1,124,105,98.000002,38,"private",1,37,2
12,0,0,0,0,0,0,0,0,98.000002,88,88.999999,55.000001,"private",0,24,1
12,0,0,1,0,0,0,0,0,99.000001,99.000001,109,55.000001,"private",0,24,1
12,1,0,0,0,1,0,0,0,49.000001,109,109,55.000001,"private",0,24,1
12,1,0,0,0,0,0,0,0,58.999997,109,88.999999,55.000001,"private",0,24,1
12,1,0,0,0,0,0,0,0,99.000001,105,109,55.000001,"private",0,24,1
12,1,0,0,0,0,0,0,0,79.000002,105,109,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,103,109,88.999999,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,103,109,88.999999,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,103,109,119.00001,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,99.000001,109,119.00001,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,119.00001,99.000001,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,88.999999,109,119.00001,55.000001,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,109,129,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,109,129,55.000001,"private",0,24,1
12,0,0,0,0,0,0,1,0,109,121,119.00001,55.000001,"private",0,24,1
12,1,0,0,0,0,0,0,0,79.000002,121,119.00001,55.000001,"private",0,24,1
12,0,0,0,0,0,0,0,0,79.000002,121,119.00001,55.000001,"private",0,24,1
12,1,0,0,1,0,0,0,0,79.000002,119.00001,129,77.999997,"sunshine",0,24,1
12,0,0,0,0,0,0,0,0,109,119.00001,129,55.000001,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,119.00001,129,55.000001,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,121,109,55.000001,"private",0,24,1
12,1,0,1,0,0,0,0,0,79.000002,121,109,55.000001,"private",0,24,1
12,1,0,1,0,0,0,0,0,79.000002,121,109,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,121,109,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,109,109,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,98.000002,113,111,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,113,109,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,120,119.00001,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,121,109,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,121,109,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,121,109,58.999997,"private",0,24,1
12,0,0,0,0,1,0,0,0,88.999999,121,99.000001,58.999997,"private",0,24,1
12,1,0,0,0,0,0,0,0,88.999999,121,99.000001,58.999997,"private",0,24,1
12,1,1,1,0,0,1,0,0,88.999999,120,129,58.999997,"private",0,24,1
12,1,1,1,0,0,0,0,0,109,115,129,58.999997,"private",0,24,1
12,0,1,0,0,0,0,0,0,109,104,129,58.999997,"private",0,24,1
12,0,1,0,0,0,0,0,0,109,104,129,58.999997,"private",0,24,1
12,0,1,0,0,0,0,0,0,109,125,99.000001,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,94.999999,125,99.000001,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,94.999999,121,99.000001,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,94.999999,119.00001,129,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,109,129,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,121,129,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,109,104,99.000001,58.999997,"private",0,24,1
12,0,0,0,0,0,0,0,0,94.999999,104,99.000001,58.999997,"private",0,24,1
12,0,0,1,0,0,0,0,0,129,104,129,58.999997,"private",0,24,1
12,0,0,0,1,0,0,0,1,124,105,98.000002,38,"private",0,24,1
13,0,0,0,0,0,0,0,0,69,88,88.999999,55.000001,"private",1,23,1
13,1,0,0,0,0,0,0,0,49.000001,109,109,55.000001,"private",1,23,1
13,1,0,0,0,0,0,0,0,99.000001,109,88.999999,55.000001,"private",1,23,1
13,1,0,0,0,0,0,0,0,79.000002,105,109,55.000001,"private",1,23,1
13,1,0,0,0,0,0,0,0,79.000002,105,109,77.999997,"sunshine",1,23,1
13,0,0,0,0,0,0,0,0,103,109,119.00001,55.000001,"private",1,23,1
13,0,0,0,0,0,0,0,0,99.000001,109,119.00001,55.000001,"private",1,23,1
13,0,0,0,0,0,0,0,0,109,119.00001,99.000001,55.000001,"private",1,23,1
13,0,0,0,0,0,0,0,0,88.999999,119.00001,99.000001,55.000001,"private",1,23,1
13,0,0,1,0,0,0,0,0,109,109,129,55.000001,"private",1,23,1
13,0,0,1,0,0,0,0,0,109,119.00001,129,55.000001,"private",1,23,1
13,1,0,1,0,1,0,0,0,79.000002,121,109,55.000001,"private",1,23,1
13,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private",1,23,1
13,0,0,0,0,1,0,0,0,88.999999,121,99.000001,58.999997,"private",1,23,1
13,0,0,0,0,0,0,0,0,109,109,129,58.999997,"private",1,23,1
13,0,0,0,1,0,0,0,1,124,105,98.000002,38,"private",1,23,1
14,0,0,0,0,0,0,0,0,73.000002,93.000001,69,68.000001,"nabisco",1,17,1
14,0,0,1,0,1,0,0,0,49.000001,99.000001,94.999999,69,"sunshine",1,17,1
14,0,1,0,0,0,0,0,0,88.999999,99.000001,113,69,"private",1,17,1
14,0,0,1,0,1,0,0,0,88.999999,99.000001,0,69,"nabisco",1,17,1
